"y","x"
0,1.12895646046367
0.40995503362995,0.702930508911256
0.89107747479148,-0.181261933582233
0.471458318993867,-0.383817123586547
0.665188426561697,1.10415622772993
1.42062232985551,1.31396824336582
1.55291131852818,-0.163130152367516
0.546500334772288,-0.797009372042666
0.0303748815518182,-0.244953691756659
0.401009033419058,-0.446462261310923
-0.103617497331435,0.048020605910805
0.051103337232708,0.273971743290853
0.67754934781004,-0.126676106470075
0.0765357089215158,1.39215133315457
0.402887622441746,-0.29948966577427
0.331790728067337,-0.0457949814483398
0.473539187823581,0.0481708755597571
0.774698278393153,1.55735587727836
1.91991286548583,-3.62242127620629
-1.70907956663551,-1.97168546111046
-2.23730261912068,-0.112302206195886
-1.05133098824394,2.82003341601624
1.07678414671285,0.407520712342247
0.301215914104319,1.56920553322943
1.08322776751317,1.50205392032005
1.493876456681,0.465965726563741
1.05575774569905,-1.26612810414996
0.172990599803416,-0.375706122268946
0.0383740972311791,-0.64947536343734
-0.758207787441826,1.19580392406752
0.16822400246369,1.50798239481672
1.21899865117065,0.260564580123098
0.536651892483128,0.259163949819123
-0.203282234902448,0.541614891523586
0.00583791783323548,0.527151165713561
0.639877718662251,0.222938084354395
0.885521505086441,0.154185355057257
0.484828772325561,0.733744276698177
0.315054273170026,0.679838461695802
0.144580814627878,-0.492166542904613
0.054555965560172,1.42126000177058
1.06483570120673,0.9669630578355
1.28612615645288,0.370371917403713
0.931474833798982,0.593433749935659
1.06262577359895,-0.053872850122108
-0.0974774867029986,-2.40833489471834
-2.54675628369058,1.59506470153284
-0.240175889722527,0.164888620294855
0.592271146888479,0.779835752852662
1.24984675833385,-2.17302419286293
-0.992844670510817,1.04837653173033
0.00857256739322507,-0.348143400429904
0.339303120553649,0.522681577486294
0.419161799516961,-0.498807812781091
-0.00695417713707847,1.7419774153761
1.21304370061346,0.650525942670591
0.736966740357072,0.110647792765812
0.298110075660348,0.360868174962443
0.963910947790168,-0.213970855976571
0.749145551278266,-0.460256079429185
0.0874511343530309,0.813683993359881
1.1612535444677,1.10328866324113
1.14430618402849,1.66655217181196
0.814407545502856,-0.191398442064665
-0.351052551633169,-1.84245298887371
-0.945831524263218,0.439473015853845
0.0845485850306375,0.355875813299272
-0.745994273339345,-0.0744236592224966
-1.0912844207735,-0.504489139023425
-0.137250047642845,1.87353707736797
1.86001572139022,0.922094969317125
1.42275808732656,-0.0891153423459013
0.405591383800856,1.30939550148554
1.3960656682002,-0.714467496655455
0.481826255678884,-0.0727961918254587
-0.305296036689501,0.919367394298953
-0.0671501285634818,-0.194638484456744
-0.640558036939752,0.647089989294963
-0.703204732295047,-0.490805938516768
-0.871486575483903,-1.1063168791102
-0.576694499378019,1.18000726587489
0.426660363245677,-0.304254837805415
-0.837939862377132,-0.794089092055194
-1.52244637851295,0.235399332741687
-1.15415041870019,-1.43166476953132
-1.42591039635979,-0.227817878331195
-0.186313968421844,0.685995738603716
0.568251583977702,-0.151020823656119
0.0903837523703784,-0.76128522875725
-0.220609306680438,0.893383909249404
0.550743342938575,0.357394731721254
0.491463273101022,-1.55841387307122
-1.03104411976857,0.486661082460879
-0.766177313512944,0.63524771450999
0.592727864277136,-0.805367354611354
0.168370575111631,1.63263784724696
0.960826536950133,-0.500547632175001
0.318635732001651,0.422371875190863
1.04034290754077,-0.687153267762802
-0.122205598272935,0.309467264504198
-0.796784572289969,-0.887214489800503
-1.54581491873239,0.73675104095194
-0.587335938294592,0.754498507223791
0.422751901366462,0.00144864627218202
0.734445116763189,0.574337740448315
0.963291187045204,0.667576937711603
1.10733278084259,-0.217411455814521
0.72728858410737,-1.13328089632348
-0.129657681062677,-0.397631831930881
-0.350529178328568,1.2798877956559
0.516656320910797,1.18437967952903
0.722407660226672,0.379033079655825
0.287577855939158,1.00345654525521
0.389408263063055,0.384010799398465
0.504376938166765,-2.51611053353789
-0.331024827788196,0.124850524620983
0.336259328804731,1.42495465083272
0.968306423542199,-1.12570224546606
-0.18852891186785,0.961240566927532
0.369075583262261,0.183230065175376
0.197115196723421,0.157752380317799
0.0485068045831769,-1.7081130036674
-1.20010882193678,-1.78376373386446
-1.84757293792712,-1.62119363581382
-1.7986212850457,-1.5447692212171
-2.60196135724896,1.35611044784371
-1.43557742853217,1.03575537323263
0.10339041138346,1.01859639312936
1.30664892433055,0.516396264914601
1.00807601983866,-0.313083042915244
0.00917476420398092,-0.636377146799432
-0.205610771160354,-0.390316369035523
-0.780496640195596,-0.615270524568226
-1.51111650264592,0.449215329494697
-0.865838537629671,-0.484620419809939
-0.469118698034192,0.696946713910581
0.806859156024247,0.391667154481006
0.899947734930528,0.607568757526955
0.691922031691113,-3.13280971997223
-1.52903187782847,1.38528660618351
0.478538310816904,0.267392391707935
0.315029414964166,-0.507541993255925
-0.207223131915585,0.411276780098254
-0.228746324988103,-1.77201944542726
-1.82347909717111,-0.862958221855929
-0.653381145036059,-0.420512213955897
0.0960539678990212,1.2171174029853
0.408395431815503,0.154844358856271
0.0994135756799391,1.30466100482493
